,alpha,beta,l1,l2,cum_gain
432,1.0,0.05,0.05,0.05,1.5745658532905786
433,1.0,0.05,0.05,0.1,0.9817792561261993
434,1.0,0.05,0.05,0.5,-0.72489470660083
435,1.0,0.05,0.05,1.0,-0.7474684452301099
436,1.0,0.05,0.05,1.5,-0.7355663422626414
437,1.0,0.05,0.05,2.0,-0.7554023761993939
438,1.0,0.05,0.1,0.05,1.4844950506367636
439,1.0,0.05,0.1,0.1,1.3220115412056817
440,1.0,0.05,0.1,0.5,-0.705577553763784
441,1.0,0.05,0.1,1.0,-0.7405152970285536
442,1.0,0.05,0.1,1.5,-0.7151577883070918
443,1.0,0.05,0.1,2.0,-0.6920401508287094
444,1.0,0.05,0.5,0.05,1.4905574743401186
445,1.0,0.05,0.5,0.1,0.557658300059043
446,1.0,0.05,0.5,0.5,1.1562925530030639
447,1.0,0.05,0.5,1.0,-0.3160740833407344
448,1.0,0.05,0.5,1.5,-0.7148336666196566
449,1.0,0.05,0.5,2.0,-0.6520229561211803
450,1.0,0.05,1.0,0.05,0.8388492076977674
451,1.0,0.05,1.0,0.1,0.8399999017809017
452,1.0,0.05,1.0,0.5,0.9450044939878598
453,1.0,0.05,1.0,1.0,0.8970717101427623
454,1.0,0.05,1.0,1.5,-0.5728980698633218
455,1.0,0.05,1.0,2.0,-0.6673655312129697
456,1.0,0.05,1.5,0.05,0.8690598613527608
457,1.0,0.05,1.5,0.1,1.0890633428215108
458,1.0,0.05,1.5,0.5,1.268189942688522
459,1.0,0.05,1.5,1.0,1.3439189356791466
460,1.0,0.05,1.5,1.5,-0.29231774127819704
461,1.0,0.05,1.5,2.0,-0.657017881496317
462,1.0,0.05,2.0,0.05,1.0498701595358568
463,1.0,0.05,2.0,0.1,1.0803268673466828
464,1.0,0.05,2.0,0.5,1.2527267194745149
465,1.0,0.05,2.0,1.0,1.8757470927792135
466,1.0,0.05,2.0,1.5,-0.05801662642467878
467,1.0,0.05,2.0,2.0,-0.7200573809217741
468,1.0,0.1,0.05,0.05,0.9817792561261993
469,1.0,0.1,0.05,0.1,1.668230423840067
470,1.0,0.1,0.05,0.5,-0.7424919722536882
471,1.0,0.1,0.05,1.0,-0.7444587289320508
472,1.0,0.1,0.05,1.5,-0.7344092153601093
473,1.0,0.1,0.05,2.0,-0.7095220721095484
474,1.0,0.1,0.1,0.05,1.3220115412056817
475,1.0,0.1,0.1,0.1,1.1505172090064524
476,1.0,0.1,0.1,0.5,-0.7133683859288636
477,1.0,0.1,0.1,1.0,-0.7322702620377538
478,1.0,0.1,0.1,1.5,-0.7185701632321791
479,1.0,0.1,0.1,2.0,-0.6920401508287094
480,1.0,0.1,0.5,0.05,0.557658300059043
481,1.0,0.1,0.5,0.1,0.07257436163715753
482,1.0,0.1,0.5,0.5,1.1625407576375149
483,1.0,0.1,0.5,1.0,-0.44336436575204813
484,1.0,0.1,0.5,1.5,-0.7112739917336978
485,1.0,0.1,0.5,2.0,-0.6520229561211803
486,1.0,0.1,1.0,0.05,0.8399999017809017
487,1.0,0.1,1.0,0.1,0.9845449730520763
488,1.0,0.1,1.0,0.5,0.7048927470900539
489,1.0,0.1,1.0,1.0,0.8873364660446882
490,1.0,0.1,1.0,1.5,-0.7216736540974661
491,1.0,0.1,1.0,2.0,-0.6673655312129697
492,1.0,0.1,1.5,0.05,1.0890633428215108
493,1.0,0.1,1.5,0.1,1.1086096287139728
494,1.0,0.1,1.5,0.5,1.1308702631756986
495,1.0,0.1,1.5,1.0,1.3316582399905585
496,1.0,0.1,1.5,1.5,-0.33760034752775464
497,1.0,0.1,1.5,2.0,-0.657017881496317
498,1.0,0.1,2.0,0.05,1.0803268673466828
499,1.0,0.1,2.0,0.1,1.029093443677437
500,1.0,0.1,2.0,0.5,1.1815568123188473
501,1.0,0.1,2.0,1.0,1.608349124696114
502,1.0,0.1,2.0,1.5,-0.08972052440106772
503,1.0,0.1,2.0,2.0,-0.7200573809217741
504,1.0,0.5,0.05,0.05,-0.72489470660083
505,1.0,0.5,0.05,0.1,-0.7424919722536882
506,1.0,0.5,0.05,0.5,-0.7474684452301099
507,1.0,0.5,0.05,1.0,-0.7401490403671015
508,1.0,0.5,0.05,1.5,-0.7554023761993939
509,1.0,0.5,0.05,2.0,-0.7095018881843008
510,1.0,0.5,0.1,0.05,-0.705577553763784
511,1.0,0.5,0.1,0.1,-0.7133683859288636
512,1.0,0.5,0.1,0.5,-0.7486195390778261
513,1.0,0.5,0.1,1.0,-0.724510351210776
