,alpha,beta,l1,l2,cum_gain
296,0.1,0.5,0.1,0.5,0.7977072310405636
297,0.1,0.5,0.1,1.0,0.7977072310405636
298,0.1,0.5,0.1,1.5,0.7977072310405636
299,0.1,0.5,0.1,2.0,0.7977072310405636
300,0.1,0.5,0.5,0.05,0.4728844983818062
301,0.1,0.5,0.5,0.1,0.4218214305948695
302,0.1,0.5,0.5,0.5,0.3950243876793901
303,0.1,0.5,0.5,1.0,0.437758812810145
304,0.1,0.5,0.5,1.5,0.4774995091130186
305,0.1,0.5,0.5,2.0,0.4806269611322904
306,0.1,0.5,1.0,0.05,0.4809824983305735
307,0.1,0.5,1.0,0.1,0.4809824983305735
308,0.1,0.5,1.0,0.5,0.42739928929687926
309,0.1,0.5,1.0,1.0,0.41455963721973493
310,0.1,0.5,1.0,1.5,0.3244785419749909
311,0.1,0.5,1.0,2.0,0.3490654287733581
312,0.1,0.5,1.5,0.05,0.34278086936489494
313,0.1,0.5,1.5,0.1,0.33875871350219044
314,0.1,0.5,1.5,0.5,0.27363994387944934
315,0.1,0.5,1.5,1.0,0.2991688011989819
316,0.1,0.5,1.5,1.5,0.288695451143395
317,0.1,0.5,1.5,2.0,0.2731672196625644
318,0.1,0.5,2.0,0.05,0.31210371845158175
319,0.1,0.5,2.0,0.1,0.2905095240037623
320,0.1,0.5,2.0,0.5,0.25872981902010855
321,0.1,0.5,2.0,1.0,0.18663534460914574
322,0.1,0.5,2.0,1.5,0.2553582659614464
323,0.1,0.5,2.0,2.0,0.2579344909431245
324,0.1,1.0,0.05,0.05,0.7977072310405636
325,0.1,1.0,0.05,0.1,0.7977072310405636
326,0.1,1.0,0.05,0.5,0.7977072310405636
327,0.1,1.0,0.05,1.0,0.6449323668189233
328,0.1,1.0,0.05,1.5,0.6449323668189233
329,0.1,1.0,0.05,2.0,0.6163414484769955
330,0.1,1.0,0.1,0.05,0.7977072310405636
331,0.1,1.0,0.1,0.1,0.7977072310405636
332,0.1,1.0,0.1,0.5,0.7977072310405636
333,0.1,1.0,0.1,1.0,0.7977072310405636
334,0.1,1.0,0.1,1.5,0.6449323668189233
335,0.1,1.0,0.1,2.0,0.6409765178280332
336,0.1,1.0,0.5,0.05,0.41594094925538455
337,0.1,1.0,0.5,0.1,0.41594094925538455
338,0.1,1.0,0.5,0.5,0.32233701443650364
339,0.1,1.0,0.5,1.0,0.33341052755165734
340,0.1,1.0,0.5,1.5,0.4079456908496013
341,0.1,1.0,0.5,2.0,0.40890769860216136
342,0.1,1.0,1.0,0.05,0.27704306874999335
343,0.1,1.0,1.0,0.1,0.27704306874999335
344,0.1,1.0,1.0,0.5,0.2753662661233642
345,0.1,1.0,1.0,1.0,0.3254737664412855
346,0.1,1.0,1.0,1.5,0.21805175194194704
347,0.1,1.0,1.0,2.0,0.24415326137296225
348,0.1,1.0,1.5,0.05,0.21641155698871162
349,0.1,1.0,1.5,0.1,0.22865504597651068
350,0.1,1.0,1.5,0.5,0.18929890767711244
351,0.1,1.0,1.5,1.0,0.2350993735665635
352,0.1,1.0,1.5,1.5,0.22256468482153186
353,0.1,1.0,1.5,2.0,0.20258333640192802
354,0.1,1.0,2.0,0.05,0.3331532479608935
355,0.1,1.0,2.0,0.1,0.3255603029874242
356,0.1,1.0,2.0,0.5,0.35852182802858523
357,0.1,1.0,2.0,1.0,0.3362556310837446
358,0.1,1.0,2.0,1.5,0.4113272330910338
359,0.1,1.0,2.0,2.0,0.4144472338846371
360,0.1,1.5,0.05,0.05,0.42735810671258884
361,0.1,1.5,0.05,0.1,0.42735810671258884
362,0.1,1.5,0.05,0.5,0.45271995145293825
363,0.1,1.5,0.05,1.0,0.4209873145991879
364,0.1,1.5,0.05,1.5,0.4516213211522979
365,0.1,1.5,0.05,2.0,0.47150300235613785
366,0.1,1.5,0.1,0.05,0.5092713571534552
367,0.1,1.5,0.1,0.1,0.5092713571534552
368,0.1,1.5,0.1,0.5,0.45271995145293825
369,0.1,1.5,0.1,1.0,0.4209873145991879
370,0.1,1.5,0.1,1.5,0.4516213211522979
371,0.1,1.5,0.1,2.0,0.4633046601273644
372,0.1,1.5,0.5,0.05,0.14776284881337282
373,0.1,1.5,0.5,0.1,0.14776284881337282
374,0.1,1.5,0.5,0.5,0.233700324981308
375,0.1,1.5,0.5,1.0,0.21939316390877986
376,0.1,1.5,0.5,1.5,0.22050376217016598
377,0.1,1.5,0.5,2.0,0.25406956214589627
378,0.1,1.5,1.0,0.05,0.15851072070018185
379,0.1,1.5,1.0,0.1,0.23043612548886563
380,0.1,1.5,1.0,0.5,0.2786337289214117
381,0.1,1.5,1.0,1.0,0.26906537781597634
382,0.1,1.5,1.0,1.5,0.21866218609520124
383,0.1,1.5,1.0,2.0,0.2999956458187549
384,0.1,1.5,1.5,0.05,0.3340437433020331
385,0.1,1.5,1.5,0.1,0.35839140752288506
386,0.1,1.5,1.5,0.5,0.46609347667617423
387,0.1,1.5,1.5,1.0,0.5433957270336988
388,0.1,1.5,1.5,1.5,0.5926695807017469
389,0.1,1.5,1.5,2.0,0.5595019546530373
390,0.1,1.5,2.0,0.05,0.5575497711141871
391,0.1,1.5,2.0,0.1,0.5326820668420923
392,0.1,1.5,2.0,0.5,0.5956278600709956
393,0.1,1.5,2.0,1.0,0.5707990340452732
394,0.1,1.5,2.0,1.5,0.6132187962995606
395,0.1,1.5,2.0,2.0,0.6104480591559394
396,0.1,2.0,0.05,0.05,0.2502571555488805
397,0.1,2.0,0.05,0.1,0.29923466059025844
398,0.1,2.0,0.05,0.5,0.25298037728509637
399,0.1,2.0,0.05,1.0,0.3588772153163542
400,0.1,2.0,0.05,1.5,0.314017685687753
401,0.1,2.0,0.05,2.0,0.20176722726329227
402,0.1,2.0,0.1,0.05,0.2502571555488805
403,0.1,2.0,0.1,0.1,0.2502571555488805
404,0.1,2.0,0.1,0.5,0.28626948242303085
405,0.1,2.0,0.1,1.0,0.3588772153163542
406,0.1,2.0,0.1,1.5,0.3465961752609871
407,0.1,2.0,0.1,2.0,0.18087849404385725
408,0.1,2.0,0.5,0.05,0.3470996045197675
409,0.1,2.0,0.5,0.1,0.3501143301149052
410,0.1,2.0,0.5,0.5,0.3230578081724309
411,0.1,2.0,0.5,1.0,0.30175897455813055
412,0.1,2.0,0.5,1.5,0.26266208407226715
413,0.1,2.0,0.5,2.0,0.40852202626954304
414,0.1,2.0,1.0,0.05,0.5450607741103821
415,0.1,2.0,1.0,0.1,0.5450607741103821
416,0.1,2.0,1.0,0.5,0.5935472438783745
417,0.1,2.0,1.0,1.0,0.6570444363972827
418,0.1,2.0,1.0,1.5,0.7703970618471478
419,0.1,2.0,1.0,2.0,0.7695750039073367
420,0.1,2.0,1.5,0.05,0.7263118288470628
421,0.1,2.0,1.5,0.1,0.7263118288470628
422,0.1,2.0,1.5,0.5,0.7855310451494671
423,0.1,2.0,1.5,1.0,0.7972960939410293
424,0.1,2.0,1.5,1.5,0.8151756244761914
425,0.1,2.0,1.5,2.0,0.8053683631228079
426,0.1,2.0,2.0,0.05,0.7200793157700373
427,0.1,2.0,2.0,0.1,0.7200793157700373
428,0.1,2.0,2.0,0.5,0.761859637512265
429,0.1,2.0,2.0,1.0,0.8168590120408554
430,0.1,2.0,2.0,1.5,0.8168590120408554
431,0.1,2.0,2.0,2.0,0.8266004272845328
432,1.0,0.05,0.05,0.05,0.4864550909338145
433,1.0,0.05,0.05,0.1,1.100373606585561
434,1.0,0.05,0.05,0.5,0.24436406841459138
435,1.0,0.05,0.05,1.0,0.6722367638649875
436,1.0,0.05,0.05,1.5,0.6171110442832198
437,1.0,0.05,0.05,2.0,1.0708551572240796
438,1.0,0.05,0.1,0.05,0.12140878162039646
439,1.0,0.05,0.1,0.1,1.0015359594573114
440,1.0,0.05,0.1,0.5,0.3041885598764283
441,1.0,0.05,0.1,1.0,0.5910600242816504
442,1.0,0.05,0.1,1.5,0.6281007221568563
443,1.0,0.05,0.1,2.0,0.8308255209818475
444,1.0,0.05,0.5,0.05,1.6287406206309778
445,1.0,0.05,0.5,0.1,1.608989284606165
446,1.0,0.05,0.5,0.5,1.2474721483215263
447,1.0,0.05,0.5,1.0,1.0594009171848893
448,1.0,0.05,0.5,1.5,1.53914565389128
449,1.0,0.05,0.5,2.0,1.2347827776684563
450,1.0,0.05,1.0,0.05,0.7139965333833561
451,1.0,0.05,1.0,0.1,0.8114785304658574
452,1.0,0.05,1.0,0.5,0.9838668267738875
453,1.0,0.05,1.0,1.0,0.9983169672717065
454,1.0,0.05,1.0,1.5,1.127696195038819
455,1.0,0.05,1.0,2.0,1.1768502962336622
456,1.0,0.05,1.5,0.05,1.1027481618530663
457,1.0,0.05,1.5,0.1,1.3218321310099974
458,1.0,0.05,1.5,0.5,1.0895797067830406
459,1.0,0.05,1.5,1.0,1.3722704980391784
460,1.0,0.05,1.5,1.5,1.1794043975040693
461,1.0,0.05,1.5,2.0,1.227042435925872
462,1.0,0.05,2.0,0.05,0.8606364242304958
463,1.0,0.05,2.0,0.1,0.8955365172977802
464,1.0,0.05,2.0,0.5,0.8542966556328906
465,1.0,0.05,2.0,1.0,1.013663967947836
466,1.0,0.05,2.0,1.5,1.2011539468719936
467,1.0,0.05,2.0,2.0,1.2016442567563406
468,1.0,0.1,0.05,0.05,1.100373606585561
469,1.0,0.1,0.05,0.1,0.7450489930078026
470,1.0,0.1,0.05,0.5,0.30033921084048637
471,1.0,0.1,0.05,1.0,0.4865131502530955
472,1.0,0.1,0.05,1.5,0.6086024960400852
473,1.0,0.1,0.05,2.0,1.0708551572240796
474,1.0,0.1,0.1,0.05,1.0015359594573114
475,1.0,0.1,0.1,0.1,0.45001190076773223
476,1.0,0.1,0.1,0.5,0.3715132092555651
477,1.0,0.1,0.1,1.0,0.6940414901109961
478,1.0,0.1,0.1,1.5,0.6056246235999013
479,1.0,0.1,0.1,2.0,1.0708551572240796
480,1.0,0.1,0.5,0.05,1.608989284606165
481,1.0,0.1,0.5,0.1,1.4987648499815267
482,1.0,0.1,0.5,0.5,1.2041591924539305
483,1.0,0.1,0.5,1.0,1.2566340268632337
484,1.0,0.1,0.5,1.5,1.2145395126307923
485,1.0,0.1,0.5,2.0,1.2347827776684563
486,1.0,0.1,1.0,0.05,0.8114785304658574
487,1.0,0.1,1.0,0.1,0.6429877504132872
488,1.0,0.1,1.0,0.5,0.9896195198778024
489,1.0,0.1,1.0,1.0,1.0344061678478331
490,1.0,0.1,1.0,1.5,1.127696195038819
491,1.0,0.1,1.0,2.0,1.1581446488020213
492,1.0,0.1,1.5,0.05,1.3218321310099974
493,1.0,0.1,1.5,0.1,1.244899748479133
494,1.0,0.1,1.5,0.5,1.1021599070447943
495,1.0,0.1,1.5,1.0,1.3722704980391784
496,1.0,0.1,1.5,1.5,1.1794043975040693
497,1.0,0.1,1.5,2.0,1.227042435925872
498,1.0,0.1,2.0,0.05,0.8955365172977802
499,1.0,0.1,2.0,0.1,0.8222455648276187
500,1.0,0.1,2.0,0.5,0.9510450568767574
501,1.0,0.1,2.0,1.0,1.013663967947836
502,1.0,0.1,2.0,1.5,1.2011539468719936
503,1.0,0.1,2.0,2.0,1.2016442567563406
504,1.0,0.5,0.05,0.05,0.24436406841459138
505,1.0,0.5,0.05,0.1,0.30033921084048637
506,1.0,0.5,0.05,0.5,0.6673990695808872
507,1.0,0.5,0.05,1.0,0.6169857221265321
508,1.0,0.5,0.05,1.5,0.8471366201945086
509,1.0,0.5,0.05,2.0,1.1827521677016986
510,1.0,0.5,0.1,0.05,0.3041885598764283
511,1.0,0.5,0.1,0.1,0.3715132092555651
512,1.0,0.5,0.1,0.5,0.5561357787403137
513,1.0,0.5,0.1,1.0,0.6043983134188412
514,1.0,0.5,0.1,1.5,0.8614573180631201
515,1.0,0.5,0.1,2.0,1.1827521677016986
516,1.0,0.5,0.5,0.05,1.2474721483215263
517,1.0,0.5,0.5,0.1,1.2041591924539305
518,1.0,0.5,0.5,0.5,1.0175609385236715
