,DAY_NO,FTRL_OPG_CUMILATIVE_GAIN,FTRL_RDA_CUMILATIVE_GAIN,FTL_CUMILATIVE_GAIN,FTRL_EXP_RDA_CUMILATIVE_GAIN,FTRL_MOVING_RDA_CUMILATIVE_GAIN,SGD_CUMILATIVE_GAIN
210,211,-0.28040782257816094,0.0809008042992809,-0.0727603320269642,0.2939478030387123,0.28546827610995695,0.3123726005884511
211,212,-0.27484683202621474,0.0934446964026753,-0.08408828936362014,0.3083677265495448,0.29979370266393107,0.303339421603509
212,213,-0.2721775565612806,0.10067337998768236,-0.08977242453966457,0.29971577244304537,0.29119844673154666,0.38800862164147365
213,214,-0.2815200206885503,0.09642121317297231,-0.07034155110098776,0.3013179861664711,0.2927901607930993,0.40674909744605503
214,215,-0.26928584147426854,0.10535076348386334,-0.0726797059960983,0.3218263218263219,0.3131641007809738,0.4049963910758423
215,216,-0.26928584147426854,0.09812207989885628,-0.0882808429686458,0.3170196806560444,0.30838895859631577,0.4298039273926982
216,217,-0.26505948865478945,0.10194903003209528,-0.07650944246222748,0.323748978294433,0.31507415765483715,0.4086366273832071
217,218,-0.2699531603405021,0.10216163837283089,-0.09033680675572567,0.31830145163478507,0.3096623298455579,0.42629851465227303
218,219,-0.2712877980729692,0.1064138051875408,-0.09331996989776321,0.3291965049540807,0.3204859854641161,0.4273771031877885
219,220,-0.27084291882881345,0.10003555496547586,-0.09049805881745739,0.25966042935739925,0.2514055951927293,0.44908369746503735
220,221,-0.2754277444440025,0.10960293029857326,-0.09057868484832331,0.2779256658044539,0.26955113549443005,0.461082994922647
221,222,-0.2784842948541285,0.12703681423888424,-0.09856066190404524,0.2824118642300463,0.2740079348667776,0.46701523186798205
222,223,-0.2867675567258938,0.1298007226684458,-0.100052243475064,0.2811300932513054,0.27273456361753523,0.45609452294588787
223,224,-0.2834268895442822,0.1408563563866917,-0.0989637920583747,0.2856162916768978,0.2771913629898828,0.45515075797731197
224,225,-0.28142248923531504,0.14872286499390527,-0.09295715275886672,0.3022793144005267,0.29374518923003096,0.45852134715079784
225,226,-0.2897741571893444,0.14765982329022767,-0.10130194695348513,0.3032406426345823,0.29470021766696264,0.4760484108529242
